Geneid 	 Lymph_1 	 Lymph_2 	 Myelo_1 	 Myelo_2
SEC24B-AS1 	 12 	 11 	 13 	 10
SEC24B 	 645 	 812 	 861 	 883
MIR576 	 0 	 2 	 0 	 0
MCUB 	 310 	 156 	 271 	 291
LOC124900755 	 0 	 4 	 1 	 1
CASP6 	 134 	 96 	 156 	 205
PLA2G12A 	 139 	 182 	 136 	 166
CFI 	 5 	 20 	 0 	 11
LOC124900757 	 0 	 0 	 0 	 0
LOC124900758 	 0 	 3 	 1 	 0
GAR1 	 185 	 222 	 136 	 167
RRH 	 0 	 3 	 3 	 1
LRIT3 	 11 	 18 	 2 	 5
EGF 	 32 	 6 	 33 	 22
ELOVL6 	 104 	 161 	 154 	 333
LOC124900759 	 0 	 0 	 0 	 0
LOC105377362 	 0 	 0 	 0 	 0
LOC124900892 	 0 	 0 	 0 	 0
ENPEP 	 37 	 27 	 0 	 35
PANCR 	 0 	 0 	 0 	 0
LOC105377363 	 0 	 0 	 0 	 0
PITX2 	 6 	 1 	 0 	 1
LOC124900857 	 0 	 0 	 0 	 0
MIR297 	 0 	 0 	 0 	 0
LOC105377364 	 0 	 0 	 0 	 0
LOC105377365 	 1 	 0 	 0 	 0
LOC105377366 	 0 	 0 	 0 	 0
LOC105377367 	 1 	 2 	 0 	 0
LOC105377369 	 1 	 1 	 0 	 1
LOC105377370 	 1 	 0 	 0 	 0
FAM241A 	 989 	 724 	 453 	 545
AP1AR 	 410 	 360 	 357 	 549
TIFA 	 673 	 312 	 403 	 293
ALPK1 	 356 	 438 	 1093 	 615
NEUROG2 	 0 	 0 	 0 	 0
NEUROG2-AS1 	 0 	 0 	 0 	 0
LOC124900760 	 0 	 0 	 0 	 0
ZGRF1 	 245 	 435 	 402 	 359
H3P14 	 0 	 0 	 0 	 0
LARP7 	 250 	 329 	 350 	 344
MIR302CHG 	 2 	 2 	 1 	 0
MIR367 	 0 	 0 	 1 	 2
MIR302D 	 0 	 0 	 1 	 1
MIR302A 	 2 	 0 	 0 	 1
MIR302C 	 2 	 0 	 4 	 0
MIR302B 	 0 	 0 	 0 	 0
ANK2 	 17 	 124 	 0 	 7
LOC102723896 	 0 	 0 	 0 	 0
LOC124900761 	 0 	 0 	 0 	 0
ANK2-AS1 	 0 	 0 	 0 	 0
MIR1243 	 0 	 0 	 0 	 0
MIR8082 	 0 	 0 	 0 	 0
LOC105377374 	 0 	 0 	 0 	 0
CAMK2D 	 350 	 246 	 73 	 309
LOC105377375 	 0 	 0 	 0 	 0
ARSJ 	 4 	 1 	 0 	 4
LOC107986305 	 0 	 0 	 0 	 0
LOC124900762 	 0 	 0 	 0 	 0
LOC105377376 	 0 	 0 	 0 	 0
LOC107986235 	 1 	 0 	 0 	 0
LOC105377378 	 0 	 0 	 0 	 0
LOC105377379 	 0 	 0 	 0 	 0
LOC105377380 	 0 	 0 	 0 	 0
UGT8 	 2 	 0 	 3 	 1
MIR577 	 0 	 0 	 0 	 0
LOC124900763 	 0 	 0 	 0 	 0
LOC105377382 	 0 	 0 	 0 	 0
NDST4 	 0 	 0 	 0 	 0
LOC124900764 	 0 	 1 	 0 	 0
LOC124900835 	 0 	 0 	 0 	 0
LOC105377383 	 0 	 0 	 0 	 0
MIR1973 	 0 	 0 	 0 	 0
LOC105377384 	 0 	 1 	 0 	 0
LOC105377385 	 0 	 0 	 0 	 0
LOC107986306 	 0 	 0 	 0 	 0
LOC105377387 	 0 	 1 	 0 	 0
LOC105377388 	 0 	 0 	 0 	 0
TRAM1L1 	 0 	 1 	 0 	 1
LINC02262 	 0 	 0 	 0 	 0
LINC02263 	 0 	 0 	 0 	 0
LINC01378 	 0 	 0 	 0 	 0
LOC102723914 	 0 	 1 	 0 	 0
LINC02264 	 0 	 0 	 0 	 0
NDST3 	 2 	 8 	 0 	 2
LOC107986307 	 0 	 1 	 0 	 0
LOC105377392 	 0 	 0 	 0 	 0
LOC124900765 	 0 	 0 	 0 	 0
SNHG8 	 184 	 380 	 114 	 216
SNORA24 	 18 	 23 	 12 	 9
PRSS12 	 0 	 1 	 0 	 1
LOC124900766 	 0 	 0 	 0 	 0
LOC105379403 	 0 	 0 	 0 	 0
LOC124900767 	 0 	 0 	 0 	 0
CEP170P1 	 0 	 0 	 0 	 0
LOC729218 	 549 	 478 	 231 	 554
LOC124900768 	 1 	 1 	 0 	 1
METTL14-DT 	 0 	 0 	 0 	 0
METTL14 	 399 	 232 	 345 	 262
SEC24D 	 380 	 273 	 813 	 901
SYNPO2 	 92 	 72 	 55 	 24
LOC105377393 	 3 	 1 	 2 	 0
LOC105377394 	 0 	 0 	 0 	 0
LOC102723967 	 0 	 0 	 0 	 0
LOC105377395 	 1 	 1 	 0 	 0
MYOZ2 	 0 	 0 	 0 	 0
LOC105379404 	 0 	 1 	 3 	 0
LOC101929762 	 4 	 1 	 2 	 1
USP53 	 471 	 583 	 333 	 268
C4orf3 	 1169 	 889 	 907 	 915
FABP2 	 5 	 0 	 2 	 0
LOC107986193 	 4 	 6 	 2 	 2
LINC01061 	 441 	 249 	 199 	 168
GTF2IP12 	 16 	 24 	 12 	 12
SEPTIN7P14 	 60 	 54 	 59 	 59
PDE5A 	 31 	 34 	 22 	 41
LOC124900187 	 0 	 0 	 0 	 0
LOC107986192 	 0 	 1 	 0 	 0
LOC105377397 	 0 	 0 	 0 	 0
LINC01365 	 0 	 0 	 0 	 0
LINC02502 	 0 	 0 	 0 	 0
LOC124900769 	 0 	 0 	 0 	 0
LOC124900770 	 0 	 0 	 0 	 0
MAD2L1 	 267 	 365 	 205 	 279
MAD2L1-DT 	 20 	 10 	 5 	 12
LOC124900771 	 0 	 1 	 0 	 0
PRDM5 	 3 	 2 	 1 	 4
LOC105377399 	 1 	 0 	 0 	 0
NDNF 	 7 	 0 	 0 	 1
NDNF-AS1 	 0 	 0 	 0 	 0
TNIP3 	 0 	 1 	 3 	 3
QRFPR 	 1 	 0 	 0 	 0
LOC107986309 	 0 	 0 	 0 	 0
LOC107986310 	 0 	 0 	 0 	 0
LOC105377401 	 0 	 0 	 0 	 0
LOC105377402 	 0 	 0 	 0 	 1
ANXA5 	 111 	 71 	 71 	 565
SMIM43 	 1 	 3 	 3 	 1
PP12613 	 1 	 0 	 0 	 0
EXOSC9 	 303 	 347 	 237 	 248
CCNA2 	 648 	 654 	 361 	 508
BBS7 	 155 	 133 	 122 	 159
TRPC3 	 2 	 2 	 0 	 4
LOC102724158 	 0 	 0 	 0 	 0
LOC112268469 	 20 	 17 	 17 	 7
KIAA1109 	 886 	 2177 	 2686 	 2459
ADAD1 	 0 	 1 	 0 	 0
IL2 	 0 	 0 	 0 	 0
IL21 	 1 	 0 	 1 	 0
IL21-AS1 	 0 	 1 	 0 	 0
BBS12 	 50 	 17 	 37 	 30
CETN4P 	 0 	 3 	 0 	 0
FGF2 	 88 	 11 	 1 	 4
LOC124900773 	 32 	 6 	 2 	 11
NUDT6 	 25 	 15 	 8 	 12
SPATA5 	 231 	 505 	 145 	 236
LOC105377404 	 4 	 4 	 1 	 1
LOC124900772 	 1 	 0 	 0 	 0
LOC124900774 	 53 	 4 	 1 	 1
SPRY1 	 1413 	 1741 	 205 	 247
TRC-GCA2-1 	 0 	 0 	 0 	 0
LINC02435 	 0 	 0 	 0 	 0
LOC105377405 	 0 	 0 	 0 	 1
LINC01091 	 4 	 0 	 0 	 2
LOC124900775 	 0 	 0 	 0 	 0
LOC124900776 	 0 	 0 	 0 	 0
LOC105377407 	 0 	 0 	 0 	 0
LOC105377406 	 0 	 1 	 0 	 0
LOC105377408 	 0 	 0 	 0 	 0
LINC02516 	 0 	 0 	 1 	 2
ANKRD50 	 349 	 404 	 1204 	 2137
FAT4 	 18 	 28 	 2 	 17
MIR2054 	 0 	 0 	 0 	 0
LINC02379 	 0 	 0 	 0 	 0
LOC105377409 	 0 	 0 	 0 	 0
LOC105377410 	 0 	 0 	 0 	 0
LOC124900777 	 0 	 0 	 0 	 0
LOC105377411 	 0 	 0 	 0 	 0
LOC102724210 	 0 	 0 	 0 	 1
LOC107986312 	 0 	 0 	 0 	 0
LOC105377412 	 0 	 0 	 0 	 0
INTU 	 78 	 84 	 0 	 2
SLC25A31 	 0 	 0 	 0 	 0
LOC105377414 	 0 	 0 	 0 	 0
HSPA4L 	 22 	 10 	 4 	 10
LOC112268470 	 0 	 0 	 0 	 0
PLK4 	 314 	 473 	 398 	 336
MFSD8 	 261 	 245 	 222 	 252
ABHD18 	 392 	 327 	 309 	 469
LARP1B 	 232 	 149 	 138 	 245
PGRMC2 	 636 	 298 	 317 	 479
LINC02615 	 57 	 41 	 7 	 14
LOC101927259 	 0 	 3 	 0 	 0
LOC124900778 	 17 	 0 	 1 	 1
LOC124900905 	 0 	 0 	 0 	 0
JADE1 	 1491 	 930 	 858 	 932
SCLT1 	 197 	 205 	 310 	 332
C4orf33 	 109 	 100 	 198 	 163
LOC105377416 	 0 	 0 	 0 	 0
LOC105377417 	 0 	 0 	 0 	 0
LOC124900779 	 0 	 0 	 0 	 0
LINC02466 	 0 	 0 	 0 	 0
LINC02465 	 0 	 0 	 0 	 0
LOC105377418 	 0 	 0 	 0 	 0
LINC02479 	 0 	 0 	 0 	 0
LOC105377422 	 0 	 0 	 0 	 0
LOC105377423 	 0 	 0 	 0 	 0
LINC02377 	 0 	 0 	 0 	 0
LOC124900858 	 0 	 0 	 0 	 0
LOC124900860 	 0 	 0 	 0 	 0
LOC124900859 	 0 	 0 	 0 	 0
SNHG27 	 0 	 0 	 0 	 0
LOC105377425 	 0 	 0 	 0 	 0
LOC105377428 	 0 	 0 	 0 	 0
LINC01256 	 0 	 0 	 0 	 0
LOC124900861 	 0 	 0 	 0 	 0
LOC124900862 	 0 	 0 	 0 	 0
LOC105377431 	 0 	 0 	 0 	 0
PCDH10-DT 	 0 	 0 	 0 	 0
PCDH10 	 1 	 1 	 0 	 1
LOC124900863 	 0 	 0 	 0 	 0
PABPC4L 	 2 	 1 	 0 	 0
LINC02462 	 0 	 0 	 0 	 0
LOC105377436 	 0 	 0 	 0 	 0
LOC105377438 	 0 	 0 	 0 	 0
LOC105377437 	 0 	 0 	 0 	 0
LINC02485 	 0 	 0 	 0 	 0
LOC124900883 	 0 	 0 	 0 	 0
LINC00613 	 0 	 0 	 0 	 0
LOC124900864 	 0 	 0 	 0 	 0
LINC02511 	 0 	 0 	 0 	 0
LINC02510 	 0 	 0 	 0 	 0
LOC105377442 	 0 	 0 	 0 	 0
PCDH18 	 96 	 49 	 1 	 17
LINC02172 	 0 	 0 	 0 	 0
LOC101927414 	 0 	 0 	 0 	 1
LOC107986314 	 0 	 0 	 0 	 0
LOC105377444 	 0 	 0 	 0 	 0
LOC105377445 	 0 	 1 	 0 	 0
LOC107986315 	 0 	 0 	 0 	 0
LOC105377447 	 2 	 0 	 0 	 0
LINC00616 	 15 	 1 	 0 	 0
SLC7A11-AS1 	 0 	 0 	 0 	 0
SLC7A11 	 3 	 6 	 2 	 7
LINC00499 	 0 	 0 	 0 	 0
LINC00500 	 0 	 0 	 0 	 1
LOC105377448 	 0 	 0 	 0 	 0
NOCT 	 62 	 46 	 200 	 156
LOC124900780 	 30 	 29 	 38 	 41
ELF2 	 992 	 671 	 819 	 832
LOC105379412 	 0 	 1 	 1 	 1
MGARP 	 10 	 0 	 2 	 2
NDUFC1 	 77 	 43 	 54 	 63
NAA15 	 713 	 770 	 529 	 947
LOC124900188 	 1 	 0 	 0 	 0
RAB33B 	 272 	 432 	 563 	 357
RAB33B-AS1 	 3 	 4 	 5 	 6
SETD7 	 1629 	 1239 	 1216 	 920
LOC105377451 	 0 	 0 	 1 	 1
LOC105377622 	 38 	 4 	 29 	 5
QKILA 	 0 	 0 	 0 	 1
MGST2 	 185 	 90 	 126 	 184
MAML3 	 1523 	 758 	 940 	 1359
LOC124900781 	 78 	 22 	 1 	 5
LOC124900782 	 15 	 10 	 6 	 6
LOC105377452 	 6 	 2 	 2 	 3
LOC124900783 	 29 	 23 	 8 	 21
LOC101927516 	 10 	 18 	 5 	 11
LOC124900784 	 4 	 0 	 0 	 1
SCOC 	 474 	 311 	 288 	 307
SCOC-AS1 	 8 	 10 	 7 	 11
LOC124900785 	 0 	 0 	 0 	 0
CLGN 	 20 	 20 	 0 	 2
MGAT4D 	 0 	 0 	 0 	 0
ELMOD2 	 399 	 289 	 325 	 376
UCP1 	 0 	 0 	 0 	 0
TBC1D9 	 1249 	 163 	 151 	 437
TNRC18P1 	 4 	 3 	 0 	 3
LOC124900787 	 0 	 0 	 0 	 0
LOC124900786 	 0 	 1 	 0 	 0
RNF150 	 7 	 11 	 0 	 2
ZNF330 	 349 	 269 	 261 	 323
LOC124900902 	 0 	 0 	 0 	 0
LINC02432 	 0 	 1 	 4 	 7
LINC02276 	 0 	 0 	 0 	 0
IL15 	 8 	 90 	 79 	 13
INPP4B 	 1476 	 372 	 154 	 108
LOC101927613 	 6 	 22 	 1 	 1
LOC105377457 	 0 	 4 	 0 	 0
LOC124900788 	 1 	 0 	 0 	 0
LOC105377623 	 11 	 14 	 1 	 14
USP38 	 734 	 902 	 896 	 908
LOC124900789 	 2 	 8 	 3 	 6
GAB1 	 6751 	 7598 	 1801 	 1930
MIR3139 	 6 	 11 	 1 	 1
SMARCA5-AS1 	 14 	 28 	 17 	 21
SMARCA5 	 1571 	 1913 	 1397 	 1601
GUSBP5 	 27 	 9 	 2 	 6
FREM3 	 1 	 0 	 3 	 1
LOC105377458 	 1 	 4 	 0 	 0
LOC105377459 	 1 	 3 	 0 	 0
GYPE 	 60 	 58 	 3 	 58
LOC101927636 	 0 	 1 	 0 	 0
LOC124900790 	 2 	 4 	 0 	 3
GYPB 	 12 	 27 	 0 	 32
LOC105377460 	 7 	 6 	 5 	 8
GYPA 	 251 	 545 	 6 	 425
LOC105377462 	 0 	 0 	 0 	 0
HHIP-AS1 	 13 	 38 	 11 	 7
HHIP 	 5 	 41 	 12 	 27
LOC124900791 	 0 	 6 	 1 	 4
LOC124900792 	 0 	 0 	 0 	 0
LOC124900793 	 0 	 0 	 0 	 0
ANAPC10 	 102 	 152 	 79 	 79
ABCE1 	 814 	 982 	 457 	 790
OTUD4 	 1354 	 1727 	 1334 	 1763
LOC124900794 	 1 	 4 	 0 	 3
LOC105377465 	 0 	 0 	 0 	 1
LINC02266 	 0 	 0 	 0 	 0
SMAD1 	 1372 	 1345 	 674 	 1323
SMAD1-AS2 	 2 	 6 	 2 	 1
SMAD1-AS1 	 0 	 1 	 0 	 0
LOC285422 	 0 	 0 	 0 	 0
LINC02491 	 0 	 0 	 0 	 0
MMAA 	 161 	 78 	 113 	 98
C4orf51 	 2 	 3 	 0 	 1
ZNF827 	 664 	 546 	 220 	 26
LOC105377468 	 10 	 0 	 0 	 0
LOC105377469 	 0 	 0 	 0 	 0
LINC01095 	 0 	 0 	 0 	 0
LSM6 	 140 	 91 	 96 	 81
REELD1 	 14 	 1 	 1 	 0
SLC10A7 	 137 	 173 	 212 	 221
LOC105377472 	 0 	 0 	 0 	 0
MIR7849 	 0 	 0 	 0 	 0
POU4F2 	 0 	 0 	 0 	 0
TTC29 	 0 	 0 	 0 	 0
LOC105377474 	 0 	 0 	 0 	 0
LOC105377473 	 0 	 0 	 0 	 0
LOC105377475 	 0 	 0 	 0 	 0
LOC105377476 	 0 	 0 	 0 	 0
MIR548G 	 0 	 0 	 0 	 0
EDNRA 	 48 	 2 	 0 	 1
LOC124900795 	 0 	 0 	 0 	 0
TMEM184C-DT 	 0 	 1 	 0 	 1
LOC124900796 	 0 	 0 	 0 	 0
LINC02507 	 0 	 3 	 0 	 0
TMEM184C 	 460 	 320 	 563 	 625
PRMT9 	 194 	 228 	 267 	 196
ARHGAP10 	 280 	 138 	 231 	 4
MIR4799 	 0 	 0 	 0 	 0
NR3C2 	 577 	 485 	 34 	 22
LOC102724672 	 0 	 2 	 0 	 0
LOC124900798 	 6 	 4 	 0 	 0
LOC107986195 	 1468 	 424 	 14 	 4
LOC105377483 	 0 	 0 	 0 	 0
LOC124900797 	 2 	 1 	 0 	 0
LOC105377481 	 11 	 2 	 0 	 0
LOC105377480 	 0 	 0 	 0 	 0
LINC02430 	 7 	 0 	 0 	 0
LINC02355 	 54 	 2 	 0 	 0
LOC107986320 	 0 	 0 	 0 	 0
IQCM 	 0 	 1 	 0 	 0
LOC105377479 	 0 	 0 	 0 	 0
DCLK2 	 47 	 276 	 0 	 2
LRBA 	 799 	 1092 	 1130 	 1271
LOC729558 	 1 	 0 	 0 	 0
MAB21L2 	 2 	 2 	 0 	 1
RPS3A 	 0 	 0 	 0 	 0
SNORD73B 	 0 	 0 	 0 	 0
SNORD73A 	 0 	 0 	 0 	 0
SH3D19 	 0 	 0 	 0 	 0
LOC107986196 	 0 	 0 	 0 	 0
LOC105377485 	 0 	 0 	 0 	 0
LOC124900799 	 0 	 0 	 0 	 0
PRSS48 	 0 	 0 	 0 	 0
FHIP1A-DT 	 1 	 11 	 0 	 9
FHIP1A 	 4 	 3 	 2 	 28
GATB 	 233 	 254 	 138 	 254
LOC107986197 	 44 	 48 	 25 	 42
LOC105377488 	 0 	 0 	 2 	 4
LOC102724700 	 0 	 0 	 0 	 0
LOC100505685 	 0 	 0 	 0 	 0
LINC02273 	 932 	 334 	 112 	 34
LOC124900800 	 0 	 0 	 0 	 0
LOC105377489 	 0 	 1 	 0 	 0
LOC105377490 	 1 	 0 	 2 	 1
LOC105377492 	 9 	 20 	 9 	 8
FBXW7 	 3444 	 2550 	 1364 	 1631
FBXW7-AS1 	 3 	 2 	 2 	 3
MIR3140 	 0 	 1 	 1 	 0
MIR4453HG 	 186 	 112 	 88 	 97
MIR4453 	 0 	 0 	 0 	 0
TMEM154 	 386 	 433 	 3241 	 968
LOC105377495 	 0 	 1 	 1 	 0
TIGD4 	 5 	 1 	 8 	 6
ARFIP1 	 168 	 76 	 634 	 416
FHDC1 	 338 	 420 	 72 	 756
LOC729870 	 5 	 1 	 0 	 8
TRIM2 	 596 	 62 	 35 	 7
LOC105377496 	 1 	 2 	 0 	 0
ANXA2P1 	 0 	 0 	 0 	 0
MND1 	 71 	 106 	 71 	 42
TMEM131L 	 724 	 897 	 1488 	 949
LOC105377498 	 2 	 1 	 0 	 0
LOC100419170 	 5 	 0 	 35 	 24
TLR2 	 743 	 345 	 3829 	 2617
RNF175 	 20 	 14 	 19 	 57
LOC105377499 	 1 	 0 	 2 	 0
SFRP2 	 17 	 8 	 1 	 7
LOC101927947 	 0 	 1 	 0 	 0
DCHS2 	 0 	 0 	 0 	 0
PLRG1 	 447 	 476 	 356 	 452
FGB 	 1 	 0 	 0 	 0
FGA 	 0 	 0 	 0 	 0
FGG 	 0 	 0 	 0 	 0
LOC124900169 	 0 	 0 	 0 	 0
LRAT 	 0 	 0 	 0 	 0
LOC105377500 	 0 	 0 	 0 	 0
RBM46 	 0 	 0 	 0 	 0
LOC105377501 	 0 	 0 	 0 	 0
NPY2R 	 0 	 0 	 0 	 0
NPY2R-AS1 	 0 	 0 	 0 	 0
LOC105377502 	 0 	 0 	 0 	 0
MAP9 	 2 	 36 	 11 	 11
MAP9-AS1 	 0 	 0 	 0 	 0
LOC105377503 	 0 	 0 	 0 	 0
LOC105377505 	 0 	 0 	 0 	 0
LOC105377504 	 0 	 0 	 0 	 0
GUCY1A1 	 816 	 1271 	 1330 	 1760
LOC105377506 	 0 	 5 	 6 	 8
GUCY1B1 	 136 	 220 	 163 	 321
ASIC5 	 0 	 0 	 0 	 0
LOC105377507 	 0 	 0 	 0 	 0
TDO2 	 0 	 0 	 0 	 0
CTSO 	 0 	 0 	 0 	 0
LOC102724785 	 0 	 0 	 0 	 0
LOC105377508 	 0 	 0 	 1 	 0
LINC02272 	 0 	 0 	 0 	 0
PDGFC 	 36 	 33 	 1 	 462
GLRB 	 1 	 1 	 0 	 1
GRIA2 	 1 	 0 	 0 	 0
LOC107986238 	 0 	 1 	 0 	 0
LINC02433 	 0 	 0 	 0 	 0
LOC105377509 	 0 	 0 	 0 	 0
LOC124900801 	 0 	 0 	 0 	 0
GASK1B 	 14 	 35 	 9 	 935
GASK1B-AS1 	 5 	 2 	 2 	 173
LOC101928007 	 1 	 0 	 0 	 7
TMEM144 	 44 	 52 	 56 	 142
LOC105377510 	 0 	 0 	 0 	 0
LOC124900802 	 0 	 0 	 0 	 2
RXFP1 	 0 	 0 	 0 	 113
C4orf46 	 261 	 249 	 232 	 316
ETFDH 	 235 	 211 	 201 	 223
LOC124900922 	 3 	 5 	 3 	 4
PPID 	 236 	 120 	 249 	 209
FNIP2 	 536 	 335 	 723 	 565
C4orf45 	 0 	 3 	 0 	 3
RAPGEF2 	 828 	 1332 	 794 	 1161
MIR3688-1 	 0 	 0 	 0 	 0
MIR3688-2 	 0 	 0 	 0 	 0
LOC107986324 	 0 	 0 	 0 	 0
LOC105379457 	 0 	 0 	 0 	 0
LINC02233 	 0 	 0 	 0 	 0
LOC107986239 	 0 	 1 	 0 	 0
LINC02477 	 0 	 0 	 0 	 0
LOC105377513 	 0 	 0 	 0 	 0
LOC105377514 	 0 	 0 	 0 	 0
LOC105377515 	 0 	 0 	 0 	 0
FSTL5 	 0 	 14 	 1 	 1
LOC101928052 	 0 	 0 	 0 	 0
LOC124900803 	 0 	 0 	 0 	 0
LOC124900804 	 0 	 0 	 0 	 0
LOC105377516 	 0 	 0 	 0 	 0
MIR4454 	 0 	 0 	 0 	 0
NAF1 	 415 	 309 	 156 	 273
LOC101928081 	 0 	 1 	 2 	 1
LOC105377517 	 0 	 0 	 0 	 0
NPY1R 	 2 	 0 	 0 	 0
NPY5R 	 0 	 0 	 0 	 0
TKTL2 	 1 	 0 	 0 	 1
LOC124900805 	 10 	 13 	 18 	 23
TMA16 	 208 	 200 	 135 	 189
MARCHF1 	 184 	 163 	 1721 	 1408
LOC107986325 	 0 	 0 	 0 	 0
SMIM31 	 0 	 0 	 0 	 0
APELA 	 0 	 0 	 0 	 0
TRIM61 	 13 	 5 	 2 	 7
FAM218A 	 2 	 9 	 1 	 1
TRIM60 	 0 	 0 	 0 	 0
TRIM75 	 2 	 0 	 1 	 0
TMEM192 	 245 	 225 	 252 	 366
KLHL2 	 1153 	 556 	 943 	 403
GK3P 	 7 	 11 	 11 	 5
LOC124900915 	 0 	 0 	 0 	 1
MSMO1 	 99 	 50 	 205 	 120
LOC105377519 	 1 	 0 	 0 	 0
CPE 	 18 	 7 	 0 	 3
MIR578 	 0 	 0 	 0 	 0
LOC105377520 	 0 	 0 	 0 	 0
LOC124900806 	 0 	 0 	 0 	 0
LINC01179 	 0 	 2 	 0 	 0
LOC101928131 	 0 	 0 	 0 	 0
LOC105377521 	 0 	 0 	 0 	 0
TLL1 	 1 	 1 	 0 	 1
SPOCK3 	 5 	 1 	 0 	 7
LOC105377523 	 0 	 0 	 0 	 0
ANXA10 	 1 	 2 	 7 	 3
LOC124900170 	 0 	 1 	 0 	 0
LOC105377524 	 7 	 12 	 30 	 5
DDX60 	 401 	 499 	 2257 	 532
LOC124900910 	 0 	 0 	 0 	 0
DDX60L 	 524 	 573 	 4196 	 1287
LOC124900181 	 0 	 0 	 6 	 0
LOC107986198 	 1 	 0 	 5 	 0
PALLD 	 212 	 199 	 36 	 258
LOC124900807 	 0 	 0 	 0 	 0
PALLD-AS1 	 0 	 0 	 0 	 0
LOC124900808 	 0 	 0 	 0 	 0
LOC124900809 	 2 	 6 	 0 	 3
LOC102723331 	 21 	 47 	 25 	 26
CBR4 	 300 	 270 	 256 	 299
LOC107986200 	 0 	 0 	 0 	 0
LOC105377527 	 0 	 2 	 1 	 0
SH3RF1 	 445 	 828 	 505 	 365
LOC105377529 	 0 	 0 	 0 	 1
NEK1 	 239 	 370 	 231 	 297
CLCN3 	 834 	 1194 	 817 	 1398
HPF1 	 186 	 145 	 84 	 102
LOC107986240 	 0 	 0 	 0 	 0
LOC124900810 	 0 	 0 	 0 	 0
LOC105377530 	 0 	 1 	 0 	 0
LINC02275 	 0 	 0 	 0 	 0
MFAP3L 	 12 	 20 	 3 	 27
LOC101928198 	 0 	 0 	 0 	 0
AADAT 	 15 	 29 	 0 	 5
LOC107986326 	 1 	 2 	 0 	 0
LINC01612 	 0 	 2 	 0 	 1
LINC02512 	 0 	 0 	 0 	 0
LINC02382 	 0 	 0 	 0 	 0
LOC124900869 	 0 	 1 	 0 	 0
LINC02431 	 0 	 0 	 0 	 0
MIR6082 	 0 	 0 	 0 	 0
LOC105377534 	 0 	 0 	 0 	 0
LINC02504 	 0 	 1 	 0 	 0
LOC105377535 	 0 	 43 	 0 	 29
LINC02174 	 0 	 32 	 2 	 24
LOC441052 	 0 	 3 	 0 	 1
GALNTL6 	 3 	 7 	 2 	 2
LOC124900811 	 0 	 0 	 0 	 0
GALNTL6-AS1 	 0 	 0 	 0 	 0
LOC107986201 	 0 	 0 	 0 	 1
GALNT7-DT 	 162 	 126 	 87 	 123
GALNT7 	 1396 	 1411 	 1373 	 1459
LOC124900812 	 33 	 35 	 71 	 180
MIR548T 	 0 	 0 	 0 	 0
HMGB2 	 1610 	 1475 	 1468 	 1191
LOC124900813 	 3 	 0 	 0 	 0
SAP30-DT 	 52 	 26 	 33 	 15
SAP30 	 220 	 234 	 348 	 133
SCRG1 	 5 	 2 	 16 	 5
LOC112268474 	 88 	 25 	 100 	 52
LOC112267917 	 70 	 24 	 122 	 65
LOC101928409 	 1 	 0 	 1 	 0
LOC124900815 	 0 	 0 	 0 	 0
HAND2 	 0 	 0 	 0 	 0
HAND2-AS1 	 0 	 0 	 0 	 0
LOC124900816 	 0 	 0 	 0 	 0
LOC107986203 	 0 	 1 	 0 	 0
LINC02269 	 0 	 0 	 0 	 0
LOC105377543 	 0 	 0 	 0 	 0
LOC105377544 	 0 	 0 	 0 	 0
LOC105377546 	 0 	 0 	 0 	 0
LOC107986204 	 0 	 1 	 0 	 0
LINC02268 	 0 	 0 	 0 	 0
FBXO8 	 207 	 107 	 191 	 164
CEP44 	 356 	 306 	 301 	 345
LOC105377547 	 0 	 0 	 0 	 0
MIR4276 	 0 	 0 	 0 	 0
HPGD 	 52 	 8 	 8 	 142
LOC105377548 	 2 	 0 	 0 	 27
LOC124900870 	 0 	 0 	 0 	 0
LOC105377549 	 0 	 0 	 0 	 0
LOC105377551 	 0 	 1 	 0 	 0
GLRA3 	 0 	 0 	 0 	 2
LOC101928551 	 0 	 0 	 0 	 1
ADAM29 	 0 	 0 	 0 	 1
LOC124900871 	 2 	 0 	 0 	 0
LOC105377552 	 0 	 0 	 0 	 0
LOC124900872 	 0 	 0 	 0 	 0
GPM6A 	 11 	 7 	 0 	 4
GPM6A-DT 	 0 	 0 	 0 	 0
LOC107984113 	 0 	 0 	 0 	 0
WDR17 	 4 	 2 	 1 	 7
SPATA4 	 0 	 0 	 0 	 0
ASB5 	 0 	 0 	 0 	 0
SPCS3 	 1643 	 1442 	 2023 	 2168
LOC124900817 	 1 	 0 	 0 	 0
LOC105377555 	 0 	 0 	 0 	 0
VEGFC 	 14 	 5 	 0 	 7
LINC02509 	 0 	 0 	 0 	 0
LOC105377557 	 0 	 0 	 0 	 1
NEIL3 	 107 	 84 	 238 	 156
LOC105377558 	 2 	 5 	 5 	 6
AGA 	 145 	 153 	 188 	 146
AGA-DT 	 29 	 96 	 21 	 32
LOC124900889 	 0 	 0 	 0 	 0
LOC105377559 	 0 	 0 	 0 	 0
LINC01098 	 0 	 0 	 0 	 0
LOC105377560 	 0 	 0 	 0 	 0
LINC01099 	 0 	 0 	 0 	 0
LOC105377561 	 0 	 0 	 0 	 0
LOC105377562 	 0 	 0 	 0 	 0
LOC124900186 	 0 	 0 	 0 	 0
LOC105377563 	 0 	 0 	 0 	 0
LOC124900818 	 0 	 0 	 0 	 0
