# Program:featureCounts v2.0.1; Command:"featureCounts" "-Q" "10" "-t" "exon" "-g" "gene_id" "-T" "32" "-a" "data/GCF_000001405.40_GRCh38.p14_genomic.gtf" "-o" "8.features/features_count.txt" "7.samtools/SRR14689338_mixed.bam" "7.samtools/SRR14689339_mixed.bam" "7.samtools/SRR14689340_lymphoblastic.bam"  	  	  	  	  	  	 
Geneid 	 7.samtools/SRR14689338_mixed.bam 	 7.samtools/SRR14689339_mixed.bam 	 7.samtools/SRR14689340_lymphoblastic.bam 	  	  	 
LOC105377328 	 0 	 1 	 0 	  	  	 
LOC124900855 	 0 	 0 	 0 	  	  	 
LOC105377329 	 0 	 0 	 0 	  	  	 
LOC124900602 	 5 	 0 	 0 	  	  	 
SNCA 	 569 	 657 	 495 	  	  	 
LOC124900856 	 5 	 3 	 0 	  	  	 
SNCA-AS1 	 0 	 0 	 0 	  	  	 
MMRN1 	 1529 	 215 	 489 	  	  	 
LOC105377331 	 0 	 0 	 0 	  	  	 
CCSER1 	 1 	 5 	 2 	  	  	 
LOC124900733 	 0 	 0 	 0 	  	  	 
LOC112268468 	 0 	 0 	 0 	  	  	 
LNCPRESS2 	 0 	 0 	 0 	  	  	 
GRID2 	 0 	 0 	 1 	  	  	 
ATOH1 	 0 	 0 	 0 	  	  	 
SMARCAD1-DT 	 0 	 0 	 0 	  	  	 
LOC124900734 	 0 	 0 	 0 	  	  	 
SMARCAD1 	 698 	 837 	 702 	  	  	 
HPGDS 	 9 	 3 	 14 	  	  	 
PDLIM5 	 440 	 152 	 211 	  	  	 
BMPR1B-DT 	 20 	 0 	 8 	  	  	 
BMPR1B 	 1019 	 0 	 631 	  	  	 
LOC124900735 	 141 	 0 	 31 	  	  	 
UNC5C 	 47 	 0 	 85 	  	  	 
LOC124900736 	 0 	 0 	 0 	  	  	 
UNC5C-AS1 	 0 	 0 	 0 	  	  	 
LOC105377337 	 0 	 0 	 0 	  	  	 
PDHA2 	 0 	 0 	 0 	  	  	 
LINC02267 	 0 	 0 	 0 	  	  	 
LOC124900737 	 0 	 0 	 0 	  	  	 
STPG2-AS1 	 0 	 0 	 0 	  	  	 
STPG2 	 1 	 1 	 0 	  	  	 
LOC105377340 	 0 	 0 	 0 	  	  	 
RAP1GDS1 	 673 	 534 	 555 	  	  	 
TSPAN5 	 357 	 216 	 370 	  	  	 
LOC112267901 	 2 	 2 	 1 	  	  	 
TSPAN5-DT 	 5 	 3 	 10 	  	  	 
LOC105377343 	 0 	 0 	 1 	  	  	 
EIF4E 	 175 	 162 	 181 	  	  	 
METAP1 	 688 	 984 	 827 	  	  	 
MIR3684 	 0 	 0 	 0 	  	  	 
LOC124900738 	 1 	 0 	 1 	  	  	 
ADH5 	 620 	 745 	 612 	  	  	 
LOC100507053 	 31 	 78 	 27 	  	  	 
LOC124900739 	 0 	 2 	 5 	  	  	 
ADH4 	 0 	 0 	 0 	  	  	 
PCNAP1 	 0 	 0 	 0 	  	  	 
ADH6 	 1 	 13 	 11 	  	  	 
ADH1A 	 0 	 2 	 4 	  	  	 
ADH1B 	 9 	 1 	 37 	  	  	 
ADH1C 	 2 	 0 	 1 	  	  	 
LOC102723576 	 0 	 0 	 0 	  	  	 
ADH7 	 0 	 0 	 0 	  	  	 
C4orf17 	 0 	 0 	 0 	  	  	 
TRMT10A 	 73 	 134 	 93 	  	  	 
MTTP 	 0 	 1 	 1 	  	  	 
C4orf54 	 0 	 0 	 0 	  	  	 
DAPP1 	 544 	 449 	 197 	  	  	 
LAMTOR3 	 419 	 502 	 392 	  	  	 
DNAJB14 	 638 	 1011 	 739 	  	  	 
H2AZ1 	 557 	 486 	 572 	  	  	 
H2AZ1-DT 	 3 	 3 	 1 	  	  	 
LOC107986232 	 0 	 0 	 0 	  	  	 
DDIT4L 	 368 	 3 	 12 	  	  	 
DDIT4L-AS1 	 0 	 0 	 0 	  	  	 
SNORA101A 	 0 	 0 	 0 	  	  	 
EMCN 	 4 	 1 	 7 	  	  	 
LOC124900740 	 0 	 0 	 0 	  	  	 
LOC105377345 	 0 	 0 	 0 	  	  	 
LINC01216 	 0 	 0 	 0 	  	  	 
LINC01217 	 0 	 0 	 0 	  	  	 
PPP3CA 	 1270 	 1231 	 980 	  	  	 
MIR8066 	 1 	 0 	 0 	  	  	 
MIR1255A 	 0 	 0 	 2 	  	  	 
FLJ20021 	 34 	 61 	 40 	  	  	 
LOC124900741 	 0 	 0 	 0 	  	  	 
LOC107986297 	 0 	 0 	 0 	  	  	 
BANK1 	 1378 	 1716 	 1341 	  	  	 
SLC39A8 	 844 	 1096 	 716 	  	  	 
LOC105377621 	 2 	 3 	 9 	  	  	 
NFKB1 	 1447 	 1587 	 1241 	  	  	 
LOC124900742 	 2 	 0 	 2 	  	  	 
LOC105377347 	 29 	 59 	 18 	  	  	 
MANBA 	 836 	 826 	 617 	  	  	 
LOC102723704 	 2 	 1 	 1 	  	  	 
LOC124900743 	 1 	 5 	 2 	  	  	 
UBE2D3 	 2050 	 2335 	 1935 	  	  	 
UBE2D3-AS1 	 6 	 14 	 15 	  	  	 
LOC124900903 	 1 	 0 	 1 	  	  	 
CISD2 	 212 	 207 	 306 	  	  	 
SLC9B1 	 8 	 8 	 5 	  	  	 
SLC9B2 	 238 	 765 	 265 	  	  	 
BDH2 	 184 	 233 	 200 	  	  	 
CENPE 	 233 	 210 	 380 	  	  	 
LINC02428 	 0 	 0 	 1 	  	  	 
TACR3 	 0 	 0 	 0 	  	  	 
LOC105377350 	 0 	 0 	 0 	  	  	 
LOC124900744 	 0 	 0 	 0 	  	  	 
CXXC4 	 1 	 2 	 1 	  	  	 
CXXC4-AS1 	 0 	 0 	 0 	  	  	 
LOC124900745 	 0 	 1 	 0 	  	  	 
LOC124900746 	 0 	 0 	 0 	  	  	 
LOC105377351 	 0 	 0 	 0 	  	  	 
LOC124900868 	 18 	 12 	 2 	  	  	 
TET2 	 1928 	 1009 	 428 	  	  	 
TET2-AS1 	 0 	 0 	 0 	  	  	 
PPA2 	 161 	 192 	 152 	  	  	 
LOC105377352 	 0 	 0 	 0 	  	  	 
ARHGEF38 	 2 	 5 	 2 	  	  	 
ARHGEF38-IT1 	 0 	 0 	 0 	  	  	 
INTS12 	 221 	 275 	 199 	  	  	 
LOC124900748 	 0 	 4 	 1 	  	  	 
LOC124900747 	 0 	 3 	 1 	  	  	 
GSTCD 	 159 	 213 	 129 	  	  	 
LOC107986190 	 0 	 0 	 1 	  	  	 
GSTCD-AS1 	 0 	 0 	 0 	  	  	 
LOC124900749 	 22 	 44 	 18 	  	  	 
NPNT 	 2 	 18 	 318 	  	  	 
LOC101929577 	 2 	 17 	 3 	  	  	 
TBCK 	 362 	 586 	 400 	  	  	 
LOC124900750 	 0 	 0 	 0 	  	  	 
AIMP1 	 474 	 673 	 518 	  	  	 
GIMD1 	 0 	 0 	 0 	  	  	 
LINC02173 	 0 	 0 	 0 	  	  	 
LOC105377356 	 0 	 0 	 0 	  	  	 
DKK2 	 0 	 0 	 0 	  	  	 
LOC102725220 	 0 	 0 	 0 	  	  	 
LOC105377358 	 1 	 0 	 2 	  	  	 
PAPSS1 	 891 	 878 	 676 	  	  	 
SGMS2 	 97 	 63 	 8 	  	  	 
CYP2U1-AS1 	 0 	 0 	 0 	  	  	 
LOC107986298 	 8 	 5 	 42 	  	  	 
LOC124900751 	 12 	 1 	 1 	  	  	 
CYP2U1 	 150 	 132 	 65 	  	  	 
LOC107986299 	 0 	 2 	 0 	  	  	 
HADH 	 696 	 793 	 938 	  	  	 
LEF1 	 1327 	 1797 	 2318 	  	  	 
LEF1-AS1 	 43 	 78 	 178 	  	  	 
LOC124900752 	 6 	 5 	 16 	  	  	 
LOC124900753 	 0 	 5 	 1 	  	  	 
RPL34-DT 	 7 	 11 	 29 	  	  	 
LOC101929621 	 20 	 104 	 375 	  	  	 
RPL34 	 125 	 169 	 107 	  	  	 
OSTC 	 519 	 524 	 454 	  	  	 
ETNPPL 	 0 	 0 	 0 	  	  	 
COL25A1 	 4 	 16 	 9 	  	  	 
LOC124900756 	 0 	 0 	 0 	  	  	 
LOC124900754 	 0 	 0 	 0 	  	  	 
COL25A1-DT 	 0 	 0 	 0 	  	  	 
SEC24B-AS1 	 12 	 16 	 12 	  	  	 
SEC24B 	 673 	 1093 	 645 	  	  	 
MIR576 	 0 	 1 	 0 	  	  	 
MCUB 	 112 	 426 	 310 	  	  	 
LOC124900755 	 0 	 1 	 0 	  	  	 
CASP6 	 201 	 218 	 134 	  	  	 
PLA2G12A 	 172 	 415 	 139 	  	  	 
CFI 	 11 	 29 	 5 	  	  	 
LOC124900757 	 0 	 0 	 0 	  	  	 
LOC124900758 	 1 	 2 	 0 	  	  	 
GAR1 	 250 	 281 	 185 	  	  	 
RRH 	 0 	 4 	 0 	  	  	 
LRIT3 	 2 	 23 	 11 	  	  	 
EGF 	 19 	 17 	 32 	  	  	 
ELOVL6 	 147 	 73 	 104 	  	  	 
LOC124900759 	 0 	 0 	 0 	  	  	 
LOC105377362 	 0 	 0 	 0 	  	  	 
LOC124900892 	 0 	 0 	 0 	  	  	 
ENPEP 	 23 	 0 	 37 	  	  	 
PANCR 	 0 	 0 	 0 	  	  	 
LOC105377363 	 0 	 0 	 0 	  	  	 
PITX2 	 1 	 0 	 6 	  	  	 
LOC124900857 	 0 	 0 	 0 	  	  	 
MIR297 	 0 	 0 	 0 	  	  	 
LOC105377364 	 0 	 0 	 0 	  	  	 
LOC105377365 	 0 	 0 	 1 	  	  	 
LOC105377366 	 0 	 0 	 0 	  	  	 
LOC105377367 	 0 	 0 	 1 	  	  	 
LOC105377369 	 0 	 0 	 1 	  	  	 
LOC105377370 	 0 	 1 	 1 	  	  	 
FAM241A 	 695 	 980 	 989 	  	  	 
AP1AR 	 361 	 571 	 410 	  	  	 
TIFA 	 417 	 459 	 673 	  	  	 
ALPK1 	 511 	 742 	 356 	  	  	 
NEUROG2 	 0 	 0 	 0 	  	  	 
NEUROG2-AS1 	 0 	 0 	 0 	  	  	 
LOC124900760 	 0 	 0 	 0 	  	  	 
ZGRF1 	 240 	 275 	 245 	  	  	 
H3P14 	 0 	 0 	 0 	  	  	 
LARP7 	 370 	 327 	 250 	  	  	 
MIR302CHG 	 1 	 0 	 2 	  	  	 
MIR367 	 2 	 0 	 0 	  	  	 
MIR302D 	 1 	 0 	 0 	  	  	 
MIR302A 	 1 	 2 	 2 	  	  	 
MIR302C 	 0 	 0 	 2 	  	  	 
MIR302B 	 0 	 0 	 0 	  	  	 
ANK2 	 9 	 1 	 17 	  	  	 
LOC102723896 	 0 	 0 	 0 	  	  	 
LOC124900761 	 0 	 0 	 0 	  	  	 
ANK2-AS1 	 0 	 0 	 0 	  	  	 
MIR1243 	 0 	 0 	 0 	  	  	 
MIR8082 	 0 	 0 	 0 	  	  	 
LOC105377374 	 0 	 0 	 0 	  	  	 
CAMK2D 	 29 	 164 	 350 	  	  	 
LOC105377375 	 0 	 0 	 0 	  	  	 
ARSJ 	 4 	 1 	 4 	  	  	 
LOC107986305 	 0 	 0 	 0 	  	  	 
LOC124900762 	 0 	 0 	 0 	  	  	 
LOC105377376 	 0 	 0 	 0 	  	  	 
LOC107986235 	 0 	 0 	 1 	  	  	 
LOC105377378 	 0 	 0 	 0 	  	  	 
LOC105377379 	 6 	 4 	 0 	  	  	 
LOC105377380 	 0 	 1 	 0 	  	  	 
UGT8 	 1 	 8 	 2 	  	  	 
MIR577 	 0 	 0 	 0 	  	  	 
LOC124900763 	 0 	 0 	 0 	  	  	 
LOC105377382 	 0 	 2 	 0 	  	  	 
NDST4 	 0 	 0 	 0 	  	  	 
LOC124900764 	 0 	 0 	 0 	  	  	 
LOC124900835 	 0 	 0 	 0 	  	  	 
LOC105377383 	 0 	 0 	 0 	  	  	 
MIR1973 	 0 	 0 	 0 	  	  	 
LOC105377384 	 1 	 0 	 0 	  	  	 
LOC105377385 	 0 	 0 	 0 	  	  	 
LOC107986306 	 0 	 0 	 0 	  	  	 
LOC105377387 	 0 	 0 	 0 	  	  	 
LOC105377388 	 0 	 0 	 0 	  	  	 
TRAM1L1 	 0 	 0 	 0 	  	  	 
LINC02262 	 0 	 0 	 0 	  	  	 
LINC02263 	 0 	 0 	 0 	  	  	 
LINC01378 	 0 	 2 	 0 	  	  	 
LOC102723914 	 1 	 2 	 0 	  	  	 
LINC02264 	 0 	 0 	 0 	  	  	 
NDST3 	 1 	 96 	 2 	  	  	 
LOC107986307 	 0 	 2 	 0 	  	  	 
LOC105377392 	 0 	 0 	 0 	  	  	 
LOC124900765 	 0 	 0 	 0 	  	  	 
SNHG8 	 281 	 366 	 184 	  	  	 
SNORA24 	 11 	 34 	 18 	  	  	 
PRSS12 	 22 	 3 	 0 	  	  	 
LOC124900766 	 3 	 1 	 0 	  	  	 
LOC105379403 	 0 	 0 	 0 	  	  	 
LOC124900767 	 0 	 0 	 0 	  	  	 
CEP170P1 	 0 	 0 	 0 	  	  	 
LOC729218 	 424 	 823 	 549 	  	  	 
LOC124900768 	 0 	 2 	 1 	  	  	 
METTL14-DT 	 0 	 1 	 0 	  	  	 
METTL14 	 339 	 329 	 399 	  	  	 
SEC24D 	 778 	 614 	 380 	  	  	 
SYNPO2 	 29 	 31 	 92 	  	  	 
LOC105377393 	 1 	 0 	 3 	  	  	 
LOC105377394 	 0 	 0 	 0 	  	  	 
LOC102723967 	 0 	 0 	 0 	  	  	 
LOC105377395 	 0 	 3 	 1 	  	  	 
MYOZ2 	 0 	 1 	 0 	  	  	 
LOC105379404 	 1 	 2 	 0 	  	  	 
LOC101929762 	 0 	 16 	 4 	  	  	 
USP53 	 344 	 884 	 471 	  	  	 
C4orf3 	 1071 	 1103 	 1169 	  	  	 
FABP2 	 0 	 1 	 5 	  	  	 
LOC107986193 	 7 	 14 	 4 	  	  	 
LINC01061 	 123 	 488 	 441 	  	  	 
GTF2IP12 	 7 	 24 	 16 	  	  	 
SEPTIN7P14 	 66 	 58 	 60 	  	  	 
PDE5A 	 32 	 43 	 31 	  	  	 
LOC124900187 	 0 	 3 	 0 	  	  	 
LOC107986192 	 0 	 1 	 0 	  	  	 
LOC105377397 	 0 	 0 	 0 	  	  	 
LINC01365 	 0 	 0 	 0 	  	  	 
LINC02502 	 0 	 0 	 0 	  	  	 
LOC124900769 	 0 	 0 	 0 	  	  	 
LOC124900770 	 0 	 0 	 0 	  	  	 
MAD2L1 	 381 	 327 	 267 	  	  	 
MAD2L1-DT 	 10 	 6 	 20 	  	  	 
LOC124900771 	 0 	 2 	 0 	  	  	 
PRDM5 	 2 	 15 	 3 	  	  	 
LOC105377399 	 0 	 1 	 1 	  	  	 
NDNF 	 1 	 1 	 7 	  	  	 
NDNF-AS1 	 0 	 0 	 0 	  	  	 
TNIP3 	 2 	 4 	 0 	  	  	 
QRFPR 	 0 	 0 	 1 	  	  	 
LOC107986309 	 0 	 0 	 0 	  	  	 
LOC107986310 	 0 	 0 	 0 	  	  	 
LOC105377401 	 0 	 0 	 0 	  	  	 
LOC105377402 	 0 	 0 	 0 	  	  	 
ANXA5 	 426 	 220 	 111 	  	  	 
SMIM43 	 11 	 2 	 1 	  	  	 
PP12613 	 0 	 0 	 1 	  	  	 
EXOSC9 	 297 	 311 	 303 	  	  	 
CCNA2 	 568 	 405 	 648 	  	  	 
BBS7 	 106 	 269 	 155 	  	  	 
TRPC3 	 2 	 3 	 2 	  	  	 
LOC102724158 	 0 	 0 	 0 	  	  	 
LOC112268469 	 19 	 20 	 20 	  	  	 
KIAA1109 	 1999 	 2159 	 886 	  	  	 
ADAD1 	 0 	 0 	 0 	  	  	 
IL2 	 0 	 0 	 0 	  	  	 
IL21 	 1 	 0 	 1 	  	  	 
IL21-AS1 	 0 	 3 	 0 	  	  	 
BBS12 	 13 	 22 	 50 	  	  	 
CETN4P 	 0 	 1 	 0 	  	  	 
FGF2 	 0 	 8 	 88 	  	  	 
LOC124900773 	 2 	 22 	 32 	  	  	 
NUDT6 	 9 	 34 	 25 	  	  	 
SPATA5 	 162 	 307 	 231 	  	  	 
LOC105377404 	 0 	 6 	 4 	  	  	 
LOC124900772 	 0 	 1 	 1 	  	  	 
LOC124900774 	 1 	 9 	 53 	  	  	 
SPRY1 	 241 	 1615 	 1413 	  	  	 
TRC-GCA2-1 	 0 	 0 	 0 	  	  	 
LINC02435 	 0 	 0 	 0 	  	  	 
LOC105377405 	 0 	 0 	 0 	  	  	 
LINC01091 	 2 	 0 	 4 	  	  	 
LOC124900775 	 0 	 0 	 0 	  	  	 
LOC124900776 	 0 	 0 	 0 	  	  	 
LOC105377407 	 0 	 0 	 0 	  	  	 
LOC105377406 	 0 	 0 	 0 	  	  	 
LOC105377408 	 0 	 0 	 0 	  	  	 
LINC02516 	 1 	 0 	 0 	  	  	 
ANKRD50 	 929 	 587 	 349 	  	  	 
FAT4 	 30 	 3 	 18 	  	  	 
MIR2054 	 0 	 0 	 0 	  	  	 
LINC02379 	 0 	 0 	 0 	  	  	 
LOC105377409 	 0 	 0 	 0 	  	  	 
LOC105377410 	 0 	 0 	 0 	  	  	 
LOC124900777 	 0 	 0 	 0 	  	  	 
LOC105377411 	 0 	 0 	 0 	  	  	 
LOC102724210 	 0 	 0 	 0 	  	  	 
LOC107986312 	 0 	 0 	 0 	  	  	 
LOC105377412 	 0 	 0 	 0 	  	  	 
INTU 	 14 	 187 	 78 	  	  	 
SLC25A31 	 0 	 0 	 0 	  	  	 
LOC105377414 	 0 	 0 	 0 	  	  	 
HSPA4L 	 28 	 13 	 22 	  	  	 
LOC112268470 	 0 	 0 	 0 	  	  	 
PLK4 	 329 	 329 	 314 	  	  	 
MFSD8 	 186 	 356 	 261 	  	  	 
ABHD18 	 316 	 369 	 392 	  	  	 
LARP1B 	 282 	 474 	 232 	  	  	 
PGRMC2 	 391 	 716 	 636 	  	  	 
LINC02615 	 14 	 84 	 57 	  	  	 
LOC101927259 	 0 	 1 	 0 	  	  	 
LOC124900778 	 1 	 3 	 17 	  	  	 
LOC124900905 	 0 	 0 	 0 	  	  	 
JADE1 	 645 	 1030 	 1491 	  	  	 
SCLT1 	 189 	 209 	 197 	  	  	 
C4orf33 	 156 	 87 	 109 	  	  	 
LOC105377416 	 0 	 0 	 0 	  	  	 
LOC105377417 	 0 	 0 	 0 	  	  	 
LOC124900779 	 0 	 0 	 0 	  	  	 
LINC02466 	 0 	 0 	 0 	  	  	 
LINC02465 	 1 	 0 	 0 	  	  	 
LOC105377418 	 0 	 0 	 0 	  	  	 
LINC02479 	 0 	 0 	 0 	  	  	 
LOC105377422 	 0 	 0 	 0 	  	  	 
LOC105377423 	 0 	 0 	 0 	  	  	 
LINC02377 	 0 	 0 	 0 	  	  	 
LOC124900858 	 0 	 0 	 0 	  	  	 
LOC124900860 	 0 	 0 	 0 	  	  	 
LOC124900859 	 0 	 0 	 0 	  	  	 
SNHG27 	 0 	 0 	 0 	  	  	 
LOC105377425 	 1 	 0 	 0 	  	  	 
LOC105377428 	 0 	 0 	 0 	  	  	 
LINC01256 	 0 	 0 	 0 	  	  	 
LOC124900861 	 0 	 0 	 0 	  	  	 
LOC124900862 	 0 	 0 	 0 	  	  	 
LOC105377431 	 0 	 0 	 0 	  	  	 
PCDH10-DT 	 0 	 0 	 0 	  	  	 
PCDH10 	 0 	 0 	 1 	  	  	 
LOC124900863 	 0 	 0 	 0 	  	  	 
PABPC4L 	 0 	 0 	 2 	  	  	 
LINC02462 	 0 	 0 	 0 	  	  	 
LOC105377436 	 0 	 0 	 0 	  	  	 
LOC105377438 	 0 	 0 	 0 	  	  	 
LOC105377437 	 0 	 0 	 0 	  	  	 
LINC02485 	 0 	 0 	 0 	  	  	 
LOC124900883 	 0 	 0 	 0 	  	  	 
LINC00613 	 0 	 0 	 0 	  	  	 
LOC124900864 	 0 	 0 	 0 	  	  	 
LINC02511 	 0 	 0 	 0 	  	  	 
LINC02510 	 0 	 0 	 0 	  	  	 
LOC105377442 	 0 	 0 	 0 	  	  	 
PCDH18 	 11 	 2 	 96 	  	  	 
LINC02172 	 0 	 0 	 0 	  	  	 
LOC101927414 	 0 	 0 	 0 	  	  	 
LOC107986314 	 0 	 0 	 0 	  	  	 
LOC105377444 	 0 	 0 	 0 	  	  	 
LOC105377445 	 0 	 0 	 0 	  	  	 
LOC107986315 	 0 	 0 	 0 	  	  	 
LOC105377447 	 0 	 0 	 2 	  	  	 
LINC00616 	 0 	 0 	 15 	  	  	 
SLC7A11-AS1 	 0 	 0 	 0 	  	  	 
SLC7A11 	 7 	 12 	 3 	  	  	 
LINC00499 	 1 	 0 	 0 	  	  	 
LINC00500 	 0 	 0 	 0 	  	  	 
LOC105377448 	 0 	 0 	 0 	  	  	 
NOCT 	 250 	 67 	 62 	  	  	 
LOC124900780 	 13 	 29 	 30 	  	  	 
ELF2 	 658 	 969 	 992 	  	  	 
LOC105379412 	 1 	 2 	 0 	  	  	 
MGARP 	 2 	 2 	 10 	  	  	 
NDUFC1 	 65 	 70 	 77 	  	  	 
NAA15 	 720 	 897 	 713 	  	  	 
LOC124900188 	 0 	 0 	 1 	  	  	 
RAB33B 	 319 	 496 	 272 	  	  	 
RAB33B-AS1 	 10 	 6 	 3 	  	  	 
SETD7 	 1140 	 2264 	 1629 	  	  	 
LOC105377451 	 0 	 0 	 0 	  	  	 
LOC105377622 	 10 	 92 	 38 	  	  	 
QKILA 	 0 	 0 	 0 	  	  	 
MGST2 	 175 	 199 	 185 	  	  	 
MAML3 	 915 	 3171 	 1523 	  	  	 
LOC124900781 	 5 	 22 	 78 	  	  	 
LOC124900782 	 2 	 41 	 15 	  	  	 
LOC105377452 	 0 	 7 	 6 	  	  	 
LOC124900783 	 3 	 19 	 29 	  	  	 
LOC101927516 	 6 	 14 	 10 	  	  	 
LOC124900784 	 0 	 2 	 4 	  	  	 
SCOC 	 388 	 528 	 474 	  	  	 
SCOC-AS1 	 18 	 18 	 8 	  	  	 
LOC124900785 	 0 	 0 	 0 	  	  	 
CLGN 	 10 	 22 	 20 	  	  	 
MGAT4D 	 0 	 0 	 0 	  	  	 
ELMOD2 	 301 	 450 	 399 	  	  	 
UCP1 	 1 	 2 	 0 	  	  	 
TBC1D9 	 532 	 3171 	 1249 	  	  	 
TNRC18P1 	 4 	 30 	 4 	  	  	 
LOC124900787 	 0 	 0 	 0 	  	  	 
LOC124900786 	 0 	 1 	 0 	  	  	 
RNF150 	 18 	 3 	 7 	  	  	 
ZNF330 	 345 	 450 	 349 	  	  	 
LOC124900902 	 0 	 0 	 0 	  	  	 
LINC02432 	 8 	 7 	 0 	  	  	 
LINC02276 	 0 	 0 	 0 	  	  	 
IL15 	 96 	 22 	 8 	  	  	 
INPP4B 	 1776 	 1499 	 1476 	  	  	 
LOC101927613 	 19 	 3 	 6 	  	  	 
LOC105377457 	 1 	 0 	 0 	  	  	 
LOC124900788 	 1 	 0 	 1 	  	  	 
LOC105377623 	 11 	 8 	 11 	  	  	 
USP38 	 1099 	 1198 	 734 	  	  	 
LOC124900789 	 8 	 5 	 2 	  	  	 
GAB1 	 2805 	 5773 	 6751 	  	  	 
MIR3139 	 1 	 2 	 6 	  	  	 
SMARCA5-AS1 	 37 	 23 	 14 	  	  	 
SMARCA5 	 1561 	 1944 	 1571 	  	  	 
GUSBP5 	 37 	 22 	 27 	  	  	 
FREM3 	 0 	 4 	 1 	  	  	 
LOC105377458 	 1 	 1 	 1 	  	  	 
LOC105377459 	 2 	 7 	 1 	  	  	 
GYPE 	 29 	 29 	 60 	  	  	 
LOC101927636 	 0 	 9 	 0 	  	  	 
LOC124900790 	 0 	 1 	 2 	  	  	 
GYPB 	 11 	 18 	 12 	  	  	 
LOC105377460 	 158 	 9 	 7 	  	  	 
GYPA 	 201 	 211 	 251 	  	  	 
LOC105377462 	 2 	 0 	 0 	  	  	 
HHIP-AS1 	 211 	 8 	 13 	  	  	 
HHIP 	 571 	 4 	 5 	  	  	 
LOC124900791 	 72 	 2 	 0 	  	  	 
LOC124900792 	 0 	 0 	 0 	  	  	 
LOC124900793 	 0 	 0 	 0 	  	  	 
ANAPC10 	 93 	 105 	 102 	  	  	 
ABCE1 	 738 	 1275 	 814 	  	  	 
OTUD4 	 1133 	 1821 	 1354 	  	  	 
LOC124900794 	 2 	 2 	 1 	  	  	 
LOC105377465 	 0 	 0 	 0 	  	  	 
LINC02266 	 1 	 0 	 0 	  	  	 
SMAD1 	 1995 	 1416 	 1372 	  	  	 
SMAD1-AS2 	 1 	 1 	 2 	  	  	 
SMAD1-AS1 	 0 	 0 	 0 	  	  	 
LOC285422 	 0 	 0 	 0 	  	  	 
LINC02491 	 0 	 0 	 0 	  	  	 
MMAA 	 96 	 167 	 161 	  	  	 
C4orf51 	 1 	 6 	 2 	  	  	 
ZNF827 	 469 	 787 	 664 	  	  	 
LOC105377468 	 1 	 1 	 10 	  	  	 
LOC105377469 	 0 	 0 	 0 	  	  	 
LINC01095 	 0 	 0 	 0 	  	  	 
LSM6 	 110 	 148 	 140 	  	  	 
REELD1 	 0 	 4 	 14 	  	  	 
SLC10A7 	 188 	 230 	 137 	  	  	 
LOC105377472 	 0 	 0 	 0 	  	  	 
MIR7849 	 0 	 0 	 0 	  	  	 
POU4F2 	 0 	 0 	 0 	  	  	 
TTC29 	 0 	 1 	 0 	  	  	 
LOC105377474 	 0 	 0 	 0 	  	  	 
LOC105377473 	 0 	 0 	 0 	  	  	 
LOC105377475 	 0 	 0 	 0 	  	  	 
LOC105377476 	 0 	 0 	 0 	  	  	 
MIR548G 	 0 	 0 	 0 	  	  	 
EDNRA 	 1 	 0 	 48 	  	  	 
LOC124900795 	 0 	 0 	 0 	  	  	 
TMEM184C-DT 	 0 	 0 	 0 	  	  	 
LOC124900796 	 0 	 0 	 0 	  	  	 
LINC02507 	 0 	 0 	 0 	  	  	 
TMEM184C 	 376 	 480 	 460 	  	  	 
PRMT9 	 269 	 273 	 194 	  	  	 
ARHGAP10 	 157 	 351 	 280 	  	  	 
MIR4799 	 0 	 0 	 0 	  	  	 
NR3C2 	 891 	 113 	 577 	  	  	 
LOC102724672 	 5 	 0 	 0 	  	  	 
LOC124900798 	 1 	 2 	 6 	  	  	 
LOC107986195 	 136 	 296 	 1468 	  	  	 
LOC105377483 	 0 	 0 	 0 	  	  	 
LOC124900797 	 0 	 0 	 2 	  	  	 
LOC105377481 	 0 	 1 	 11 	  	  	 
LOC105377480 	 0 	 0 	 0 	  	  	 
LINC02430 	 1 	 4 	 7 	  	  	 
LINC02355 	 2 	 14 	 54 	  	  	 
LOC107986320 	 0 	 0 	 0 	  	  	 
IQCM 	 0 	 0 	 0 	  	  	 
LOC105377479 	 0 	 0 	 0 	  	  	 
DCLK2 	 3 	 42 	 47 	  	  	 
LRBA 	 1365 	 1645 	 799 	  	  	 
LOC729558 	 0 	 0 	 1 	  	  	 
MAB21L2 	 0 	 1 	 2 	  	  	 
RPS3A 	 0 	 0 	 0 	  	  	 
SNORD73B 	 0 	 0 	 0 	  	  	 
SNORD73A 	 0 	 0 	 0 	  	  	 
SH3D19 	 0 	 0 	 0 	  	  	 
LOC107986196 	 0 	 0 	 0 	  	  	 
LOC105377485 	 0 	 0 	 0 	  	  	 
LOC124900799 	 0 	 0 	 0 	  	  	 
PRSS48 	 0 	 0 	 0 	  	  	 
FHIP1A-DT 	 9 	 1 	 1 	  	  	 
FHIP1A 	 26 	 7 	 4 	  	  	 
GATB 	 228 	 418 	 233 	  	  	 
LOC107986197 	 20 	 130 	 44 	  	  	 
LOC105377488 	 1 	 0 	 0 	  	  	 
LOC102724700 	 0 	 0 	 0 	  	  	 
LOC100505685 	 0 	 0 	 0 	  	  	 
LINC02273 	 472 	 96 	 932 	  	  	 
LOC124900800 	 0 	 0 	 0 	  	  	 
